#SampleID	Sample	Event	Sport	Age	Date	City	State	Run	Type
CP.AQ068	AQ068	ColeMiddle	None	Kid	10/10/2013	Fountain	CO	1	phone
SH.AQ079	AQ079	ColeMiddle	None	Kid	10/10/2013	Fountain	CO	1	shoe
CP.AQ062	AQ062	ColeMiddle	None	Kid	10/10/2013	Fountain	CO	1	phone
CP.AQ063	AQ063	ColeMiddle	None	Kid	10/10/2013	Fountain	CO	1	phone
SH.AQ069	AQ069	ColeMiddle	None	Kid	10/10/2013	Fountain	CO	1	shoe
SH.AQ061	AQ061	ColeMiddle	None	Kid	10/10/2013	Fountain	CO	1	shoe
CP.AQ064	AQ064	ColeMiddle	None	Kid	10/10/2013	Fountain	CO	1	phone
SH.AQ066	AQ066	ColeMiddle	None	Kid	10/10/2013	Fountain	CO	1	shoe
CP.AQ069	AQ069	ColeMiddle	None	Kid	10/10/2013	Fountain	CO	1	phone
SH.AQ074	AQ074	ColeMiddle	None	Kid	10/10/2013	Fountain	CO	1	shoe
SH.AQ072	AQ072	ColeMiddle	None	Kid	10/10/2013	Fountain	CO	1	shoe
SH.AQ062	AQ062	ColeMiddle	None	Kid	10/10/2013	Fountain	CO	1	shoe
SH.AQ080	AQ080	ColeMiddle	None	Kid	10/10/2013	Fountain	CO	1	shoe
SH.AQ064	AQ064	ColeMiddle	None	Kid	10/10/2013	Fountain	CO	1	shoe
CP.AQ072	AQ072	ColeMiddle	None	Kid	10/10/2013	Fountain	CO	1	phone
SH.AQ063	AQ063	ColeMiddle	None	Kid	10/10/2013	Fountain	CO	1	shoe
SH.AQ075	AQ075	ColeMiddle	None	Kid	10/10/2013	Fountain	CO	1	shoe
CP.AQ078	AQ078	ColeMiddle	None	Kid	10/10/2013	Fountain	CO	1	phone
CP.AQ067	AQ067	ColeMiddle	None	Kid	10/10/2013	Fountain	CO	1	phone
SH.FX012	FX012	DiscoveryDays	None	Mixed	4/26/2014	Philadelphia	PA	4	shoe
CP.FX005	FX005	DiscoveryDays	None	Mixed	4/26/2014	Philadelphia	PA	4	phone
CP.FX009	FX009	DiscoveryDays	None	Mixed	4/26/2014	Philadelphia	PA	4	phone
SH.FX015	FX015	DiscoveryDays	None	Mixed	4/26/2014	Philadelphia	PA	4	shoe
CP.FX007	FX007	DiscoveryDays	None	Mixed	4/26/2014	Philadelphia	PA	4	phone
SH.FX002	FX002	DiscoveryDays	None	Mixed	4/26/2014	Philadelphia	PA	4	shoe
SH.FX014	FX014	DiscoveryDays	None	Mixed	4/26/2014	Philadelphia	PA	4	shoe
CP.FX016	FX016	DiscoveryDays	None	Mixed	4/26/2014	Philadelphia	PA	4	phone
SH.FX004	FX004	DiscoveryDays	None	Mixed	4/26/2014	Philadelphia	PA	4	shoe
CP.FX014	FX014	DiscoveryDays	None	Mixed	4/26/2014	Philadelphia	PA	4	phone
CP.FX010	FX010	DiscoveryDays	None	Mixed	4/26/2014	Philadelphia	PA	4	phone
SH.FX019	FX019	DiscoveryDays	None	Mixed	4/26/2014	Philadelphia	PA	4	shoe
CP.FX013	FX013	DiscoveryDays	None	Mixed	4/26/2014	Philadelphia	PA	4	phone
CP.FX012	FX012	DiscoveryDays	None	Mixed	4/26/2014	Philadelphia	PA	4	phone
SH.FX006	FX006	DiscoveryDays	None	Mixed	4/26/2014	Philadelphia	PA	4	shoe
CP.FX017	FX017	DiscoveryDays	None	Mixed	4/26/2014	Philadelphia	PA	4	phone
CP.FX019	FX019	DiscoveryDays	None	Mixed	4/26/2014	Philadelphia	PA	4	phone
SH.FX005	FX005	DiscoveryDays	None	Mixed	4/26/2014	Philadelphia	PA	4	shoe
SH.FX018	FX018	DiscoveryDays	None	Mixed	4/26/2014	Philadelphia	PA	4	shoe
SH.FX016	FX016	DiscoveryDays	None	Mixed	4/26/2014	Philadelphia	PA	4	shoe
SH.FX003	FX003	DiscoveryDays	None	Mixed	4/26/2014	Philadelphia	PA	4	shoe
CP.FX015	FX015	DiscoveryDays	None	Mixed	4/26/2014	Philadelphia	PA	4	phone
SH.FX010	FX010	DiscoveryDays	None	Mixed	4/26/2014	Philadelphia	PA	4	shoe
CP.FX006	FX006	DiscoveryDays	None	Mixed	4/26/2014	Philadelphia	PA	4	phone
SH.FX007	FX007	DiscoveryDays	None	Mixed	4/26/2014	Philadelphia	PA	4	shoe
SH.FX020	FX020	DiscoveryDays	None	Mixed	4/26/2014	Philadelphia	PA	4	shoe
SH.FX017	FX017	DiscoveryDays	None	Mixed	4/26/2014	Philadelphia	PA	4	shoe
CP.FX020	FX020	DiscoveryDays	None	Mixed	4/26/2014	Philadelphia	PA	4	phone
CP.FX008	FX008	DiscoveryDays	None	Mixed	4/26/2014	Philadelphia	PA	4	phone
CP.FX002	FX002	DiscoveryDays	None	Mixed	4/26/2014	Philadelphia	PA	4	phone
CP.FX001	FX001	DiscoveryDays	None	Mixed	4/26/2014	Philadelphia	PA	4	phone
CP.FX003	FX003	DiscoveryDays	None	Mixed	4/26/2014	Philadelphia	PA	4	phone
CP.FX011	FX011	DiscoveryDays	None	Mixed	4/26/2014	Philadelphia	PA	4	phone
SH.FX001	FX001	DiscoveryDays	None	Mixed	4/26/2014	Philadelphia	PA	4	shoe
SH.FX009	FX009	DiscoveryDays	None	Mixed	4/26/2014	Philadelphia	PA	4	shoe
CP.FX018	FX018	DiscoveryDays	None	Mixed	4/26/2014	Philadelphia	PA	4	phone
SH.FX013	FX013	DiscoveryDays	None	Mixed	4/26/2014	Philadelphia	PA	4	shoe
SH.FX011	FX011	DiscoveryDays	None	Mixed	4/26/2014	Philadelphia	PA	4	shoe
SH.FX008	FX008	DiscoveryDays	None	Mixed	4/26/2014	Philadelphia	PA	4	shoe
CP.FX004	FX004	DiscoveryDays	None	Mixed	4/26/2014	Philadelphia	PA	4	phone
SH.AH096	AH096	DMNS	None	Adult	5/8/2013	Denver	CO	1	shoe
SH.AH091	AH091	DMNS	None	Adult	5/8/2013	Denver	CO	1	shoe
SH.AH100	AH100	DMNS	None	Adult	5/8/2013	Denver	CO	1	shoe
SH.AH088	AH088	DMNS	None	Adult	5/8/2013	Denver	CO	1	shoe
CP.AH088	AH088	DMNS	None	Adult	5/8/2013	Denver	CO	1	phone
CP.AH089	AH089	DMNS	None	Adult	5/8/2013	Denver	CO	1	phone
SH.AH084	AH084	DMNS	None	Adult	5/8/2013	Denver	CO	1	shoe
CP.AH099	AH099	DMNS	None	Adult	5/8/2013	Denver	CO	1	phone
CP.AH095	AH095	DMNS	None	Adult	5/8/2013	Denver	CO	1	phone
CP.AH091	AH091	DMNS	None	Adult	5/8/2013	Denver	CO	1	phone
CP.AH092	AH092	DMNS	None	Adult	5/8/2013	Denver	CO	1	phone
SH.AH095	AH095	DMNS	None	Adult	5/8/2013	Denver	CO	1	shoe
CP.AH097	AH097	DMNS	None	Adult	5/8/2013	Denver	CO	1	phone
CP.AH083	AH083	DMNS	None	Adult	5/8/2013	Denver	CO	1	phone
SH.AH090	AH090	DMNS	None	Adult	5/8/2013	Denver	CO	1	shoe
CP.AH084	AH084	DMNS	None	Adult	5/8/2013	Denver	CO	1	phone
CP.AH100	AH100	DMNS	None	Adult	5/8/2013	Denver	CO	1	phone
SH.AH083	AH083	DMNS	None	Adult	5/8/2013	Denver	CO	1	shoe
SH.AH086	AH086	DMNS	None	Adult	5/8/2013	Denver	CO	1	shoe
CP.AH086	AH086	DMNS	None	Adult	5/8/2013	Denver	CO	1	phone
SH.AH081	AH081	DMNS	None	Adult	5/8/2013	Denver	CO	1	shoe
CP.AH093	AH093	DMNS	None	Adult	5/8/2013	Denver	CO	1	phone
SH.AH099	AH099	DMNS	None	Adult	5/8/2013	Denver	CO	1	shoe
CP.AH087	AH087	DMNS	None	Adult	5/8/2013	Denver	CO	1	phone
SH.AH082	AH082	DMNS	None	Adult	5/8/2013	Denver	CO	1	shoe
SH.AH092	AH092	DMNS	None	Adult	5/8/2013	Denver	CO	1	shoe
CP.AH081	AH081	DMNS	None	Adult	5/8/2013	Denver	CO	1	phone
SH.AH087	AH087	DMNS	None	Adult	5/8/2013	Denver	CO	1	shoe
CP.AH096	AH096	DMNS	None	Adult	5/8/2013	Denver	CO	1	phone
SH.AH097	AH097	DMNS	None	Adult	5/8/2013	Denver	CO	1	shoe
CP.AH082	AH082	DMNS	None	Adult	5/8/2013	Denver	CO	1	phone
CP.AH090	AH090	DMNS	None	Adult	5/8/2013	Denver	CO	1	phone
SH.AH093	AH093	DMNS	None	Adult	5/8/2013	Denver	CO	1	shoe
SH.AH089	AH089	DMNS	None	Adult	5/8/2013	Denver	CO	1	shoe
CP.FX081	FX081	DrexelLibrary	None	Mixed	4/30/2014	Philadelphia	PA	4	phone
CP.FZ013	FZ013	DrexelLibrary	None	Mixed	4/30/2014	Philadelphia	PA	4	phone
CP.FZ011	FZ011	DrexelLibrary	None	Mixed	4/30/2014	Philadelphia	PA	4	phone
SH.FZ030	FZ030	DrexelLibrary	None	Mixed	4/30/2014	Philadelphia	PA	4	shoe
CP.FZ030	FZ030	DrexelLibrary	None	Mixed	4/30/2014	Philadelphia	PA	4	phone
SH.FX086	FX086	DrexelLibrary	None	Mixed	4/30/2014	Philadelphia	PA	4	shoe
SH.FX025	FX025	DrexelLibrary	None	Mixed	4/30/2014	Philadelphia	PA	4	shoe
SH.FX089	FX089	DrexelLibrary	None	Mixed	4/30/2014	Philadelphia	PA	4	shoe
CP.FZ020	FZ020	DrexelLibrary	None	Mixed	4/30/2014	Philadelphia	PA	4	phone
CP.FX025	FX025	DrexelLibrary	None	Mixed	4/30/2014	Philadelphia	PA	4	phone
SH.FX032	FX032	DrexelLibrary	None	Mixed	4/30/2014	Philadelphia	PA	4	shoe
CP.FX085	FX085	DrexelLibrary	None	Mixed	4/30/2014	Philadelphia	PA	4	phone
SH.FX085	FX085	DrexelLibrary	None	Mixed	4/30/2014	Philadelphia	PA	4	shoe
CP.FZ005	FZ005	DrexelLibrary	None	Mixed	4/30/2014	Philadelphia	PA	4	phone
SH.FZ020	FZ020	DrexelLibrary	None	Mixed	4/30/2014	Philadelphia	PA	4	shoe
CP.FX033	FX033	DrexelLibrary	None	Mixed	4/30/2014	Philadelphia	PA	4	phone
SH.FZ005	FZ005	DrexelLibrary	None	Mixed	4/30/2014	Philadelphia	PA	4	shoe
CP.FX032	FX032	DrexelLibrary	None	Mixed	4/30/2014	Philadelphia	PA	4	phone
SH.FZ013	FZ013	DrexelLibrary	None	Mixed	4/30/2014	Philadelphia	PA	4	shoe
CP.FX026	FX026	DrexelLibrary	None	Mixed	4/30/2014	Philadelphia	PA	4	phone
SH.FY099	FY099	DrexelLibrary	None	Mixed	4/30/2014	Philadelphia	PA	4	shoe
SH.FX084	FX084	DrexelLibrary	None	Mixed	4/30/2014	Philadelphia	PA	4	shoe
CP.FX086	FX086	DrexelLibrary	None	Mixed	4/30/2014	Philadelphia	PA	4	phone
SH.FZ011	FZ011	DrexelLibrary	None	Mixed	4/30/2014	Philadelphia	PA	4	shoe
CP.FX076	FX076	FranklinInstitute	None	Adult	5/30/2013	Philadelphia	PA	2	phone
SH.FX076	FX076	FranklinInstitute	None	Adult	5/30/2013	Philadelphia	PA	2	shoe
CP.FX069	FX069	FranklinInstitute	None	Adult	5/30/2013	Philadelphia	PA	2	phone
SH.FX069	FX069	FranklinInstitute	None	Adult	5/30/2013	Philadelphia	PA	2	shoe
SH.AG008	AG008	Girl Scouts 	None	Kid	4/27/2013	Atlanta	GA	2	shoe
CP.AG008	AG008	Girl Scouts 	None	Kid	4/27/2013	Atlanta	GA	2	phone
CP.AG018	AG018	Girl Scouts 	None	Kid	4/27/2013	Atlanta	GA	2	phone
SH.AG001	AG001	Girl Scouts 	None	Kid	4/27/2013	Atlanta	GA	2	shoe
CP.AG004	AG004	Girl Scouts 	None	Kid	4/27/2013	Atlanta	GA	2	phone
SH.AG009	AG009	Girl Scouts 	None	Kid	4/27/2013	Atlanta	GA	2	shoe
SH.AG006	AG006	Girl Scouts 	None	Kid	4/27/2013	Atlanta	GA	2	shoe
CP.AG020	AG020	Girl Scouts 	None	Kid	4/27/2013	Atlanta	GA	2	phone
CP.AG010	AG010	Girl Scouts 	None	Kid	4/27/2013	Atlanta	GA	2	phone
CP.AG012	AG012	Girl Scouts 	None	Kid	4/27/2013	Atlanta	GA	2	phone
SH.AG010	AG010	Girl Scouts 	None	Kid	4/27/2013	Atlanta	GA	2	shoe
CP.AG009	AG009	Girl Scouts 	None	Kid	4/27/2013	Atlanta	GA	2	phone
SH.AG011	AG011	Girl Scouts 	None	Kid	4/27/2013	Atlanta	GA	2	shoe
CP.AG015	AG015	Girl Scouts 	None	Kid	4/27/2013	Atlanta	GA	2	phone
SH.AG018	AG018	Girl Scouts 	None	Kid	4/27/2013	Atlanta	GA	2	shoe
CP.AG007	AG007	Girl Scouts 	None	Kid	4/27/2013	Atlanta	GA	2	phone
SH.AG019	AG019	Girl Scouts 	None	Kid	4/27/2013	Atlanta	GA	2	shoe
CP.AG006	AG006	Girl Scouts 	None	Kid	4/27/2013	Atlanta	GA	2	phone
SH.AG020	AG020	Girl Scouts 	None	Kid	4/27/2013	Atlanta	GA	2	shoe
CP.AG019	AG019	Girl Scouts 	None	Kid	4/27/2013	Atlanta	GA	2	phone
CP.AG013	AG013	Girl Scouts 	None	Kid	4/27/2013	Atlanta	GA	2	phone
SH.AG017	AG017	Girl Scouts 	None	Kid	4/27/2013	Atlanta	GA	2	shoe
SH.AG004	AG004	Girl Scouts 	None	Kid	4/27/2013	Atlanta	GA	2	shoe
SH.AG016	AG016	Girl Scouts 	None	Kid	4/27/2013	Atlanta	GA	2	shoe
SH.AG015	AG015	Girl Scouts 	None	Kid	4/27/2013	Atlanta	GA	2	shoe
CP.AG016	AG016	Girl Scouts 	None	Kid	4/27/2013	Atlanta	GA	2	phone
CP.AG003	AG003	Girl Scouts 	None	Kid	4/27/2013	Atlanta	GA	2	phone
SH.AG012	AG012	Girl Scouts 	None	Kid	4/27/2013	Atlanta	GA	2	shoe
SH.AG007	AG007	Girl Scouts 	None	Kid	4/27/2013	Atlanta	GA	2	shoe
CP.AG017	AG017	Girl Scouts 	None	Kid	4/27/2013	Atlanta	GA	2	phone
SH.AG003	AG003	Girl Scouts 	None	Kid	4/27/2013	Atlanta	GA	2	shoe
CP.AG011	AG011	Girl Scouts 	None	Kid	4/27/2013	Atlanta	GA	2	phone
CP.AG001	AG001	Girl Scouts 	None	Kid	4/27/2013	Atlanta	GA	2	phone
CP.AG002	AG002	Girl Scouts 	None	Kid	4/27/2013	Atlanta	GA	2	phone
SH.AG002	AG002	Girl Scouts 	None	Kid	4/27/2013	Atlanta	GA	2	shoe
SH.AG013	AG013	Girl Scouts 	None	Kid	4/27/2013	Atlanta	GA	2	shoe
SH.FW082	FW082	HowardCCC	None	Adult	6/9/2013	Columbia	MD	2	shoe
SH.FV017	FV017	HowardCCC	None	Adult	6/9/2013	Columbia	MD	2	shoe
CP.FW082	FW082	HowardCCC	None	Adult	6/9/2013	Columbia	MD	2	phone
CP.FW093	FW093	HowardCCC	None	Adult	6/9/2013	Columbia	MD	2	phone
SH.FW097	FW097	HowardCCC	None	Adult	6/9/2013	Columbia	MD	2	shoe
CP.FV019	FV019	HowardCCC	None	Adult	6/9/2013	Columbia	MD	2	phone
CP.FV003	FV003	HowardCCC	None	Adult	6/9/2013	Columbia	MD	2	phone
SH.FV007	FV007	HowardCCC	None	Adult	6/9/2013	Columbia	MD	2	shoe
SH.FV020	FV020	HowardCCC	None	Adult	6/9/2013	Columbia	MD	2	shoe
SH.FW100	FW100	HowardCCC	None	Adult	6/9/2013	Columbia	MD	2	shoe
CP.FV013	FV013	HowardCCC	None	Adult	6/9/2013	Columbia	MD	2	phone
SH.FW083	FW083	HowardCCC	None	Adult	6/9/2013	Columbia	MD	2	shoe
CP.FV011	FV011	HowardCCC	None	Adult	6/9/2013	Columbia	MD	2	phone
SH.FV018	FV018	HowardCCC	None	Adult	6/9/2013	Columbia	MD	2	shoe
CP.FV007	FV007	HowardCCC	None	Adult	6/9/2013	Columbia	MD	2	phone
SH.FV004	FV004	HowardCCC	None	Adult	6/9/2013	Columbia	MD	2	shoe
CP.FV006	FV006	HowardCCC	None	Adult	6/9/2013	Columbia	MD	2	phone
CP.FW081	FW081	HowardCCC	None	Adult	6/9/2013	Columbia	MD	2	phone
SH.FW085	FW085	HowardCCC	None	Adult	6/9/2013	Columbia	MD	2	shoe
SH.FW081	FW081	HowardCCC	None	Adult	6/9/2013	Columbia	MD	2	shoe
SH.FW093	FW093	HowardCCC	None	Adult	6/9/2013	Columbia	MD	2	shoe
CP.FW083	FW083	HowardCCC	None	Adult	6/9/2013	Columbia	MD	2	phone
CP.FV012	FV012	HowardCCC	None	Adult	6/9/2013	Columbia	MD	2	phone
CP.FV016	FV016	HowardCCC	None	Adult	6/9/2013	Columbia	MD	2	phone
SH.FW090	FW090	HowardCCC	None	Adult	6/9/2013	Columbia	MD	2	shoe
SH.FW096	FW096	HowardCCC	None	Adult	6/9/2013	Columbia	MD	2	shoe
SH.FV013	FV013	HowardCCC	None	Adult	6/9/2013	Columbia	MD	2	shoe
CP.FW092	FW092	HowardCCC	None	Adult	6/9/2013	Columbia	MD	2	phone
SH.FV005	FV005	HowardCCC	None	Adult	6/9/2013	Columbia	MD	2	shoe
CP.FV014	FV014	HowardCCC	None	Adult	6/9/2013	Columbia	MD	2	phone
CP.FV001	FV001	HowardCCC	None	Adult	6/9/2013	Columbia	MD	2	phone
SH.FW086	FW086	HowardCCC	None	Adult	6/9/2013	Columbia	MD	2	shoe
CP.FW094	FW094	HowardCCC	None	Adult	6/9/2013	Columbia	MD	2	phone
SH.FV009	FV009	HowardCCC	None	Adult	6/9/2013	Columbia	MD	2	shoe
SH.FW087	FW087	HowardCCC	None	Adult	6/9/2013	Columbia	MD	2	shoe
SH.FV012	FV012	HowardCCC	None	Adult	6/9/2013	Columbia	MD	2	shoe
CP.FW095	FW095	HowardCCC	None	Adult	6/9/2013	Columbia	MD	2	phone
SH.FV003	FV003	HowardCCC	None	Adult	6/9/2013	Columbia	MD	2	shoe
SH.FV008	FV008	HowardCCC	None	Adult	6/9/2013	Columbia	MD	2	shoe
SH.FW092	FW092	HowardCCC	None	Adult	6/9/2013	Columbia	MD	2	shoe
SH.FW098	FW098	HowardCCC	None	Adult	6/9/2013	Columbia	MD	2	shoe
CP.FV004	FV004	HowardCCC	None	Adult	6/9/2013	Columbia	MD	2	phone
CP.FV010	FV010	HowardCCC	None	Adult	6/9/2013	Columbia	MD	2	phone
CP.FV020	FV020	HowardCCC	None	Adult	6/9/2013	Columbia	MD	2	phone
SH.FV019	FV019	HowardCCC	None	Adult	6/9/2013	Columbia	MD	2	shoe
SH.FV010	FV010	HowardCCC	None	Adult	6/9/2013	Columbia	MD	2	shoe
SH.FW091	FW091	HowardCCC	None	Adult	6/9/2013	Columbia	MD	2	shoe
SH.FW094	FW094	HowardCCC	None	Adult	6/9/2013	Columbia	MD	2	shoe
SH.FW088	FW088	HowardCCC	None	Adult	6/9/2013	Columbia	MD	2	shoe
CP.FV005	FV005	HowardCCC	None	Adult	6/9/2013	Columbia	MD	2	phone
SH.FV011	FV011	HowardCCC	None	Adult	6/9/2013	Columbia	MD	2	shoe
CP.FW084	FW084	HowardCCC	None	Adult	6/9/2013	Columbia	MD	2	phone
CP.FV009	FV009	HowardCCC	None	Adult	6/9/2013	Columbia	MD	2	phone
CP.FW096	FW096	HowardCCC	None	Adult	6/9/2013	Columbia	MD	2	phone
SH.FV015	FV015	HowardCCC	None	Adult	6/9/2013	Columbia	MD	2	shoe
SH.FV016	FV016	HowardCCC	None	Adult	6/9/2013	Columbia	MD	2	shoe
CP.FV017	FV017	HowardCCC	None	Adult	6/9/2013	Columbia	MD	2	phone
CP.FV015	FV015	HowardCCC	None	Adult	6/9/2013	Columbia	MD	2	phone
CP.FW100	FW100	HowardCCC	None	Adult	6/9/2013	Columbia	MD	2	phone
CP.FW097	FW097	HowardCCC	None	Adult	6/9/2013	Columbia	MD	2	phone
CP.FW085	FW085	HowardCCC	None	Adult	6/9/2013	Columbia	MD	2	phone
CP.FV018	FV018	HowardCCC	None	Adult	6/9/2013	Columbia	MD	2	phone
CP.FW087	FW087	HowardCCC	None	Adult	6/9/2013	Columbia	MD	2	phone
SH.FV001	FV001	HowardCCC	None	Adult	6/9/2013	Columbia	MD	2	shoe
SH.FV006	FV006	HowardCCC	None	Adult	6/9/2013	Columbia	MD	2	shoe
CP.FW090	FW090	HowardCCC	None	Adult	6/9/2013	Columbia	MD	2	phone
CP.FW086	FW086	HowardCCC	None	Adult	6/9/2013	Columbia	MD	2	phone
SH.FW095	FW095	HowardCCC	None	Adult	6/9/2013	Columbia	MD	2	shoe
SH.FW084	FW084	HowardCCC	None	Adult	6/9/2013	Columbia	MD	2	shoe
SH.FW099	FW099	HowardCCC	None	Adult	6/9/2013	Columbia	MD	2	shoe
CP.FW098	FW098	HowardCCC	None	Adult	6/9/2013	Columbia	MD	2	phone
SH.FV014	FV014	HowardCCC	None	Adult	6/9/2013	Columbia	MD	2	shoe
CP.FW091	FW091	HowardCCC	None	Adult	6/9/2013	Columbia	MD	2	phone
SH.FV002	FV002	HowardCCC	None	Adult	6/9/2013	Columbia	MD	2	shoe
CP.FW088	FW088	HowardCCC	None	Adult	6/9/2013	Columbia	MD	2	phone
CP.FV002	FV002	HowardCCC	None	Adult	6/9/2013	Columbia	MD	2	phone
CP.FW099	FW099	HowardCCC	None	Adult	6/9/2013	Columbia	MD	2	phone
SH.FX078	FX078	KidneyFoundation	None	Mixed	5/4/2014	Baltimore	MA	4	shoe
CP.FZ019	FZ019	KidneyFoundation	None	Mixed	5/4/2014	Baltimore	MA	4	phone
SH.FZ036	FZ036	KidneyFoundation	None	Mixed	5/4/2014	Baltimore	MA	4	shoe
SH.FX036	FX036	KidneyFoundation	None	Mixed	5/4/2014	Baltimore	MA	4	shoe
SH.ME023	ME023	KidneyFoundation	None	Mixed	5/4/2014	Baltimore	MA	4	shoe
CP.FX038	FX038	KidneyFoundation	None	Mixed	5/4/2014	Baltimore	MA	4	phone
SH.FZ039	FZ039	KidneyFoundation	None	Mixed	5/4/2014	Baltimore	MA	3	shoe
CP.FX039	FX039	KidneyFoundation	None	Mixed	5/4/2014	Baltimore	MA	4	phone
SH.FZ019	FZ019	KidneyFoundation	None	Mixed	5/4/2014	Baltimore	MA	4	shoe
CP.ME023	ME023	KidneyFoundation	None	Mixed	5/4/2014	Baltimore	MA	4	phone
CP.FX078	FX078	KidneyFoundation	None	Mixed	5/4/2014	Baltimore	MA	4	phone
CP.FZ002	FZ002	KidneyFoundation	None	Mixed	5/4/2014	Baltimore	MA	3	phone
SH.FX034	FX034	KidneyFoundation	None	Mixed	5/4/2014	Baltimore	MA	4	shoe
SH.FZ033	FZ033	KidneyFoundation	None	Mixed	5/4/2014	Baltimore	MA	3	shoe
SH.FX038	FX038	KidneyFoundation	None	Mixed	5/4/2014	Baltimore	MA	4	shoe
CP.FZ033	FZ033	KidneyFoundation	None	Mixed	5/4/2014	Baltimore	MA	3	phone
CP.FZ039	FZ039	KidneyFoundation	None	Mixed	5/4/2014	Baltimore	MA	3	phone
SH.FY062	FY062	KidneyFoundation	None	Mixed	5/4/2014	Baltimore	MA	4	shoe
CP.FY062	FY062	KidneyFoundation	None	Mixed	5/4/2014	Baltimore	MA	4	phone
CP.FZ036	FZ036	KidneyFoundation	None	Mixed	5/4/2014	Baltimore	MA	4	phone
SH.FZ002	FZ002	KidneyFoundation	None	Mixed	5/4/2014	Baltimore	MA	3	shoe
SH.FX039	FX039	KidneyFoundation	None	Mixed	5/4/2014	Baltimore	MA	4	shoe
CP.FX036	FX036	KidneyFoundation	None	Mixed	5/4/2014	Baltimore	MA	4	phone
CP.FX034	FX034	KidneyFoundation	None	Mixed	5/4/2014	Baltimore	MA	4	phone
CP.ME072	ME072	KidScoop	None	Kid	4/23/2014	Unknown	Unknown	4	phone
SH.ME071	ME071	KidScoop	None	Kid	4/23/2014	Unknown	Unknown	4	shoe
SH.ME061	ME061	KidScoop	None	Kid	4/23/2014	Unknown	Unknown	4	shoe
SH.ME063	ME063	KidScoop	None	Kid	4/23/2014	Unknown	Unknown	4	shoe
SH.ME064	ME064	KidScoop	None	Kid	4/23/2014	Unknown	Unknown	4	shoe
SH.ME065	ME065	KidScoop	None	Kid	4/23/2014	Unknown	Unknown	4	shoe
CP.ME065	ME065	KidScoop	None	Kid	4/23/2014	Unknown	Unknown	4	phone
CP.ME063	ME063	KidScoop	None	Kid	4/23/2014	Unknown	Unknown	4	phone
CP.ME061	ME061	KidScoop	None	Kid	4/23/2014	Unknown	Unknown	4	phone
SH.ME062	ME062	KidScoop	None	Kid	4/23/2014	Unknown	Unknown	4	shoe
CP.ME062	ME062	KidScoop	None	Kid	4/23/2014	Unknown	Unknown	4	phone
CP.ME064	ME064	KidScoop	None	Kid	4/23/2014	Unknown	Unknown	4	phone
CP.ME071	ME071	KidScoop	None	Kid	4/23/2014	Unknown	Unknown	4	phone
SH.ME072	ME072	KidScoop	None	Kid	4/23/2014	Unknown	Unknown	4	shoe
CP.AC041	AC041	MiamiDolphins	Football	Adult	9/25/2013	Miami	FL	1	phone
SH.AC042	AC042	MiamiDolphins	Football	Adult	9/25/2013	Miami	FL	1	shoe
CP.AC051	AC051	MiamiDolphins	Football	Adult	9/25/2013	Miami	FL	1	phone
SH.AC044	AC044	MiamiDolphins	Football	Adult	9/25/2013	Miami	FL	1	shoe
CP.AC042	AC042	MiamiDolphins	Football	Adult	9/25/2013	Miami	FL	1	phone
SH.AC060	AC060	MiamiDolphins	Football	Adult	9/25/2013	Miami	FL	1	shoe
CP.AC049	AC049	MiamiDolphins	Football	Adult	9/25/2013	Miami	FL	1	phone
CP.AC050	AC050	MiamiDolphins	Football	Adult	9/25/2013	Miami	FL	1	phone
SH.AC053	AC053	MiamiDolphins	Football	Adult	9/25/2013	Miami	FL	1	shoe
SH.AC057	AC057	MiamiDolphins	Football	Adult	9/25/2013	Miami	FL	1	shoe
CP.AC044	AC044	MiamiDolphins	Football	Adult	9/25/2013	Miami	FL	1	phone
CP.AC053	AC053	MiamiDolphins	Football	Adult	9/25/2013	Miami	FL	1	phone
SH.AC045	AC045	MiamiDolphins	Football	Adult	9/25/2013	Miami	FL	1	shoe
SH.AC041	AC041	MiamiDolphins	Football	Adult	9/25/2013	Miami	FL	1	shoe
CP.AC045	AC045	MiamiDolphins	Football	Adult	9/25/2013	Miami	FL	1	phone
SH.AC049	AC049	MiamiDolphins	Football	Adult	9/25/2013	Miami	FL	1	shoe
SH.AC058	AC058	MiamiDolphins	Football	Adult	9/25/2013	Miami	FL	1	shoe
SH.AC047	AC047	MiamiDolphins	Football	Adult	9/25/2013	Miami	FL	1	shoe
CP.AC060	AC060	MiamiDolphins	Football	Adult	9/25/2013	Miami	FL	1	phone
SH.AC050	AC050	MiamiDolphins	Football	Adult	9/25/2013	Miami	FL	1	shoe
CP.AC055	AC055	MiamiDolphins	Football	Adult	9/25/2013	Miami	FL	1	phone
SH.AC046	AC046	MiamiDolphins	Football	Adult	9/25/2013	Miami	FL	1	shoe
CP.AC047	AC047	MiamiDolphins	Football	Adult	9/25/2013	Miami	FL	1	phone
SH.AC054	AC054	MiamiDolphins	Football	Adult	9/25/2013	Miami	FL	1	shoe
SH.AC051	AC051	MiamiDolphins	Football	Adult	9/25/2013	Miami	FL	1	shoe
CP.AC046	AC046	MiamiDolphins	Football	Adult	9/25/2013	Miami	FL	1	phone
CP.AC058	AC058	MiamiDolphins	Football	Adult	9/25/2013	Miami	FL	1	phone
SH.AC055	AC055	MiamiDolphins	Football	Adult	9/25/2013	Miami	FL	1	shoe
