#SampleID	Sample	Event	Sport	Age	Date	City	State	Run	Type
CP.AC054	AC054	MiamiDolphins	Football	Adult	9/25/2013	Miami	FL	1	phone
SH.AC059	AC059	MiamiDolphins	Football	Adult	9/25/2013	Miami	FL	1	shoe
SH.AC043	AC043	MiamiDolphins	Football	Adult	9/25/2013	Miami	FL	1	shoe
CP.AC059	AC059	MiamiDolphins	Football	Adult	9/25/2013	Miami	FL	1	phone
CP.AC057	AC057	MiamiDolphins	Football	Adult	9/25/2013	Miami	FL	1	phone
CP.AC043	AC043	MiamiDolphins	Football	Adult	9/25/2013	Miami	FL	1	phone
SH.FR021	FR021	NSFSTEM	None	Mixed	9/28/2013	Dulles	VA	4	shoe
CP.FR015	FR015	NSFSTEM	None	Mixed	9/28/2013	Dulles	VA	4	phone
SH.FR033	FR033	NSFSTEM	None	Mixed	9/28/2013	Dulles	VA	4	shoe
SH.FR035	FR035	NSFSTEM	None	Mixed	9/28/2013	Dulles	VA	4	shoe
CP.FR012	FR012	NSFSTEM	None	Mixed	9/28/2013	Dulles	VA	4	phone
CP.FR035	FR035	NSFSTEM	None	Mixed	9/28/2013	Dulles	VA	4	phone
CP.FR007	FR007	NSFSTEM	None	Mixed	9/28/2013	Dulles	VA	4	phone
CP.FR032	FR032	NSFSTEM	None	Mixed	9/28/2013	Dulles	VA	4	phone
SH.FR011	FR011	NSFSTEM	None	Mixed	9/28/2013	Dulles	VA	4	shoe
CP.FR018	FR018	NSFSTEM	None	Mixed	9/28/2013	Dulles	VA	4	phone
SH.FR002	FR002	NSFSTEM	None	Mixed	9/28/2013	Dulles	VA	4	shoe
CP.FR010	FR010	NSFSTEM	None	Mixed	9/28/2013	Dulles	VA	4	phone
SH.FR023	FR023	NSFSTEM	None	Mixed	9/28/2013	Dulles	VA	4	shoe
SH.FR022	FR022	NSFSTEM	None	Mixed	9/28/2013	Dulles	VA	4	shoe
CP.FR034	FR034	NSFSTEM	None	Mixed	9/28/2013	Dulles	VA	4	phone
SH.FR032	FR032	NSFSTEM	None	Mixed	9/28/2013	Dulles	VA	4	shoe
CP.FR002	FR002	NSFSTEM	None	Mixed	9/28/2013	Dulles	VA	4	phone
SH.FR031	FR031	NSFSTEM	None	Mixed	9/28/2013	Dulles	VA	4	shoe
CP.FR003	FR003	NSFSTEM	None	Mixed	9/28/2013	Dulles	VA	4	phone
CP.FR017	FR017	NSFSTEM	None	Mixed	9/28/2013	Dulles	VA	4	phone
SH.FR015	FR015	NSFSTEM	None	Mixed	9/28/2013	Dulles	VA	4	shoe
SH.FR009	FR009	NSFSTEM	None	Mixed	9/28/2013	Dulles	VA	4	shoe
CP.FR021	FR021	NSFSTEM	None	Mixed	9/28/2013	Dulles	VA	4	phone
CP.FR028	FR028	NSFSTEM	None	Mixed	9/28/2013	Dulles	VA	4	phone
CP.FR013	FR013	NSFSTEM	None	Mixed	9/28/2013	Dulles	VA	4	phone
SH.FR034	FR034	NSFSTEM	None	Mixed	9/28/2013	Dulles	VA	4	shoe
CP.FR016	FR016	NSFSTEM	None	Mixed	9/28/2013	Dulles	VA	4	phone
SH.FR017	FR017	NSFSTEM	None	Mixed	9/28/2013	Dulles	VA	4	shoe
SH.FR019	FR019	NSFSTEM	None	Mixed	9/28/2013	Dulles	VA	4	shoe
CP.FR019	FR019	NSFSTEM	None	Mixed	9/28/2013	Dulles	VA	4	phone
SH.FR026	FR026	NSFSTEM	None	Mixed	9/28/2013	Dulles	VA	4	shoe
SH.FR012	FR012	NSFSTEM	None	Mixed	9/28/2013	Dulles	VA	4	shoe
CP.FR009	FR009	NSFSTEM	None	Mixed	9/28/2013	Dulles	VA	4	phone
CP.FR022	FR022	NSFSTEM	None	Mixed	9/28/2013	Dulles	VA	4	phone
SH.FR024	FR024	NSFSTEM	None	Mixed	9/28/2013	Dulles	VA	4	shoe
SH.FR005	FR005	NSFSTEM	None	Mixed	9/28/2013	Dulles	VA	4	shoe
SH.FR027	FR027	NSFSTEM	None	Mixed	9/28/2013	Dulles	VA	4	shoe
CP.FR025	FR025	NSFSTEM	None	Mixed	9/28/2013	Dulles	VA	4	phone
SH.FR018	FR018	NSFSTEM	None	Mixed	9/28/2013	Dulles	VA	4	shoe
CP.FR027	FR027	NSFSTEM	None	Mixed	9/28/2013	Dulles	VA	4	phone
CP.FR001	FR001	NSFSTEM	None	Mixed	9/28/2013	Dulles	VA	4	phone
CP.FR006	FR006	NSFSTEM	None	Mixed	9/28/2013	Dulles	VA	4	phone
CP.FR031	FR031	NSFSTEM	None	Mixed	9/28/2013	Dulles	VA	4	phone
SH.FR029	FR029	NSFSTEM	None	Mixed	9/28/2013	Dulles	VA	4	shoe
CP.FR023	FR023	NSFSTEM	None	Mixed	9/28/2013	Dulles	VA	4	phone
SH.FR025	FR025	NSFSTEM	None	Mixed	9/28/2013	Dulles	VA	4	shoe
SH.FR020	FR020	NSFSTEM	None	Mixed	9/28/2013	Dulles	VA	4	shoe
CP.FR030	FR030	NSFSTEM	None	Mixed	9/28/2013	Dulles	VA	4	phone
CP.FR029	FR029	NSFSTEM	None	Mixed	9/28/2013	Dulles	VA	4	phone
CP.FR024	FR024	NSFSTEM	None	Mixed	9/28/2013	Dulles	VA	4	phone
CP.FR008	FR008	NSFSTEM	None	Mixed	9/28/2013	Dulles	VA	4	phone
SH.FR010	FR010	NSFSTEM	None	Mixed	9/28/2013	Dulles	VA	4	shoe
CP.FR020	FR020	NSFSTEM	None	Mixed	9/28/2013	Dulles	VA	4	phone
CP.FR011	FR011	NSFSTEM	None	Mixed	9/28/2013	Dulles	VA	4	phone
CP.FR005	FR005	NSFSTEM	None	Mixed	9/28/2013	Dulles	VA	4	phone
SH.FR007	FR007	NSFSTEM	None	Mixed	9/28/2013	Dulles	VA	4	shoe
SH.FR003	FR003	NSFSTEM	None	Mixed	9/28/2013	Dulles	VA	4	shoe
SH.FR001	FR001	NSFSTEM	None	Mixed	9/28/2013	Dulles	VA	4	shoe
SH.FR016	FR016	NSFSTEM	None	Mixed	9/28/2013	Dulles	VA	4	shoe
SH.FR030	FR030	NSFSTEM	None	Mixed	9/28/2013	Dulles	VA	4	shoe
SH.FR008	FR008	NSFSTEM	None	Mixed	9/28/2013	Dulles	VA	4	shoe
SH.FR006	FR006	NSFSTEM	None	Mixed	9/28/2013	Dulles	VA	4	shoe
CP.FR004	FR004	NSFSTEM	None	Mixed	9/28/2013	Dulles	VA	4	phone
CP.FR014	FR014	NSFSTEM	None	Mixed	9/28/2013	Dulles	VA	4	phone
SH.FR028	FR028	NSFSTEM	None	Mixed	9/28/2013	Dulles	VA	4	shoe
CP.FR033	FR033	NSFSTEM	None	Mixed	9/28/2013	Dulles	VA	4	phone
SH.FR004	FR004	NSFSTEM	None	Mixed	9/28/2013	Dulles	VA	4	shoe
CP.FR026	FR026	NSFSTEM	None	Mixed	9/28/2013	Dulles	VA	4	phone
SH.FR013	FR013	NSFSTEM	None	Mixed	9/28/2013	Dulles	VA	4	shoe
SH.FR014	FR014	NSFSTEM	None	Mixed	9/28/2013	Dulles	VA	4	shoe
SH.AK043	AK043	PhilliesGame	Baseball	Mixed	4/25/2013	Philadelphia	PA	2	shoe
CP.AG027	AG027	PhilliesGame	Baseball	Mixed	4/25/2013	Philadelphia	PA	2	phone
CP.AG049	AG049	PhilliesGame	Baseball	Mixed	4/25/2013	Philadelphia	PA	3	phone
SH.AG039	AG039	PhilliesGame	Baseball	Mixed	4/25/2013	Philadelphia	PA	2	shoe
SH.AK066	AK066	PhilliesGame	Baseball	Mixed	4/25/2013	Philadelphia	PA	2	shoe
CP.AK056	AK056	PhilliesGame	Baseball	Mixed	4/25/2013	Philadelphia	PA	2	phone
CP.AG037	AG037	PhilliesGame	Baseball	Mixed	4/25/2013	Philadelphia	PA	2	phone
CP.AK076	AK076	PhilliesGame	Baseball	Mixed	4/25/2013	Philadelphia	PA	2	phone
CP.AG041	AG041	PhilliesGame	Baseball	Mixed	4/25/2013	Philadelphia	PA	2	phone
CP.AG099	AG099	PhilliesGame	Baseball	Mixed	4/25/2013	Philadelphia	PA	2	phone
CP.AG035	AG035	PhilliesGame	Baseball	Mixed	4/25/2013	Philadelphia	PA	2	phone
SH.AK033	AK033	PhilliesGame	Baseball	Mixed	4/25/2013	Philadelphia	PA	2	shoe
SH.AK048	AK048	PhilliesGame	Baseball	Mixed	4/25/2013	Philadelphia	PA	2	shoe
CP.AK044	AK044	PhilliesGame	Baseball	Mixed	4/25/2013	Philadelphia	PA	2	phone
SH.AK044	AK044	PhilliesGame	Baseball	Mixed	4/25/2013	Philadelphia	PA	2	shoe
CP.AG051	AG051	PhilliesGame	Baseball	Mixed	4/25/2013	Philadelphia	PA	2	phone
SH.AG055	AG055	PhilliesGame	Baseball	Mixed	4/25/2013	Philadelphia	PA	2	shoe
CP.AG042	AG042	PhilliesGame	Baseball	Mixed	4/25/2013	Philadelphia	PA	2	phone
SH.AG051	AG051	PhilliesGame	Baseball	Mixed	4/25/2013	Philadelphia	PA	2	shoe
SH.AK038	AK038	PhilliesGame	Baseball	Mixed	4/25/2013	Philadelphia	PA	2	shoe
SH.AG052	AG052	PhilliesGame	Baseball	Mixed	4/25/2013	Philadelphia	PA	2	shoe
CP.AK046	AK046	PhilliesGame	Baseball	Mixed	4/25/2013	Philadelphia	PA	2	phone
CP.AK060	AK060	PhilliesGame	Baseball	Mixed	4/25/2013	Philadelphia	PA	2	phone
CP.AK068	AK068	PhilliesGame	Baseball	Mixed	4/25/2013	Philadelphia	PA	2	phone
SH.AK056	AK056	PhilliesGame	Baseball	Mixed	4/25/2013	Philadelphia	PA	2	shoe
SH.AK028	AK028	PhilliesGame	Baseball	Mixed	4/25/2013	Philadelphia	PA	2	shoe
SH.AK042	AK042	PhilliesGame	Baseball	Mixed	4/25/2013	Philadelphia	PA	2	shoe
SH.AG057	AG057	PhilliesGame	Baseball	Mixed	4/25/2013	Philadelphia	PA	2	shoe
CP.AG039	AG039	PhilliesGame	Baseball	Mixed	4/25/2013	Philadelphia	PA	2	phone
CP.AG057	AG057	PhilliesGame	Baseball	Mixed	4/25/2013	Philadelphia	PA	2	phone
SH.AK080	AK080	PhilliesGame	Baseball	Mixed	4/25/2013	Philadelphia	PA	2	shoe
SH.AK036	AK036	PhilliesGame	Baseball	Mixed	4/25/2013	Philadelphia	PA	2	shoe
CP.AG058	AG058	PhilliesGame	Baseball	Mixed	4/25/2013	Philadelphia	PA	2	phone
SH.AG049	AG049	PhilliesGame	Baseball	Mixed	4/25/2013	Philadelphia	PA	3	shoe
CP.AK043	AK043	PhilliesGame	Baseball	Mixed	4/25/2013	Philadelphia	PA	2	phone
SH.AK079	AK079	PhilliesGame	Baseball	Mixed	4/25/2013	Philadelphia	PA	2	shoe
CP.AG030	AG030	PhilliesGame	Baseball	Mixed	4/25/2013	Philadelphia	PA	2	phone
CP.AK066	AK066	PhilliesGame	Baseball	Mixed	4/25/2013	Philadelphia	PA	2	phone
SH.AG031	AG031	PhilliesGame	Baseball	Mixed	4/25/2013	Philadelphia	PA	2	shoe
SH.AG099	AG099	PhilliesGame	Baseball	Mixed	4/25/2013	Philadelphia	PA	2	shoe
SH.AK061	AK061	PhilliesGame	Baseball	Mixed	4/25/2013	Philadelphia	PA	2	shoe
CP.AK072	AK072	PhilliesGame	Baseball	Mixed	4/25/2013	Philadelphia	PA	2	phone
SH.AG023	AG023	PhilliesGame	Baseball	Mixed	4/25/2013	Philadelphia	PA	2	shoe
CP.AK028	AK028	PhilliesGame	Baseball	Mixed	4/25/2013	Philadelphia	PA	2	phone
SH.AK027	AK027	PhilliesGame	Baseball	Mixed	4/25/2013	Philadelphia	PA	2	shoe
CP.AK033	AK033	PhilliesGame	Baseball	Mixed	4/25/2013	Philadelphia	PA	2	phone
SH.AK076	AK076	PhilliesGame	Baseball	Mixed	4/25/2013	Philadelphia	PA	2	shoe
SH.AG042	AG042	PhilliesGame	Baseball	Mixed	4/25/2013	Philadelphia	PA	2	shoe
CP.AK079	AK079	PhilliesGame	Baseball	Mixed	4/25/2013	Philadelphia	PA	2	phone
CP.AK042	AK042	PhilliesGame	Baseball	Mixed	4/25/2013	Philadelphia	PA	2	phone
CP.AG044	AG044	PhilliesGame	Baseball	Mixed	4/25/2013	Philadelphia	PA	2	phone
CP.AG031	AG031	PhilliesGame	Baseball	Mixed	4/25/2013	Philadelphia	PA	2	phone
SH.AG044	AG044	PhilliesGame	Baseball	Mixed	4/25/2013	Philadelphia	PA	2	shoe
SH.AG025	AG025	PhilliesGame	Baseball	Mixed	4/25/2013	Philadelphia	PA	2	shoe
CP.AG034	AG034	PhilliesGame	Baseball	Mixed	4/25/2013	Philadelphia	PA	2	phone
SH.AG058	AG058	PhilliesGame	Baseball	Mixed	4/25/2013	Philadelphia	PA	2	shoe
CP.AK074	AK074	PhilliesGame	Baseball	Mixed	4/25/2013	Philadelphia	PA	2	phone
SH.AG037	AG037	PhilliesGame	Baseball	Mixed	4/25/2013	Philadelphia	PA	2	shoe
CP.AG025	AG025	PhilliesGame	Baseball	Mixed	4/25/2013	Philadelphia	PA	2	phone
CP.AK061	AK061	PhilliesGame	Baseball	Mixed	4/25/2013	Philadelphia	PA	2	phone
SH.AG041	AG041	PhilliesGame	Baseball	Mixed	4/25/2013	Philadelphia	PA	2	shoe
SH.AG090	AG090	PhilliesGame	Baseball	Mixed	4/25/2013	Philadelphia	PA	2	shoe
CP.AK027	AK027	PhilliesGame	Baseball	Mixed	4/25/2013	Philadelphia	PA	2	phone
SH.AG053	AG053	PhilliesGame	Baseball	Mixed	4/25/2013	Philadelphia	PA	2	shoe
CP.AK048	AK048	PhilliesGame	Baseball	Mixed	4/25/2013	Philadelphia	PA	2	phone
CP.AG055	AG055	PhilliesGame	Baseball	Mixed	4/25/2013	Philadelphia	PA	2	phone
CP.AG052	AG052	PhilliesGame	Baseball	Mixed	4/25/2013	Philadelphia	PA	2	phone
SH.AK077	AK077	PhilliesGame	Baseball	Mixed	4/25/2013	Philadelphia	PA	2	shoe
SH.AK073	AK073	PhilliesGame	Baseball	Mixed	4/25/2013	Philadelphia	PA	2	shoe
SH.AK072	AK072	PhilliesGame	Baseball	Mixed	4/25/2013	Philadelphia	PA	2	shoe
SH.AG030	AG030	PhilliesGame	Baseball	Mixed	4/25/2013	Philadelphia	PA	2	shoe
CP.AK077	AK077	PhilliesGame	Baseball	Mixed	4/25/2013	Philadelphia	PA	2	phone
SH.AG034	AG034	PhilliesGame	Baseball	Mixed	4/25/2013	Philadelphia	PA	2	shoe
CP.AK038	AK038	PhilliesGame	Baseball	Mixed	4/25/2013	Philadelphia	PA	2	phone
SH.AG048	AG048	PhilliesGame	Baseball	Mixed	4/25/2013	Philadelphia	PA	2	shoe
CP.AG090	AG090	PhilliesGame	Baseball	Mixed	4/25/2013	Philadelphia	PA	2	phone
CP.AK073	AK073	PhilliesGame	Baseball	Mixed	4/25/2013	Philadelphia	PA	2	phone
CP.AG023	AG023	PhilliesGame	Baseball	Mixed	4/25/2013	Philadelphia	PA	2	phone
CP.AK036	AK036	PhilliesGame	Baseball	Mixed	4/25/2013	Philadelphia	PA	2	phone
SH.AK060	AK060	PhilliesGame	Baseball	Mixed	4/25/2013	Philadelphia	PA	2	shoe
CP.AK080	AK080	PhilliesGame	Baseball	Mixed	4/25/2013	Philadelphia	PA	2	phone
CP.AG053	AG053	PhilliesGame	Baseball	Mixed	4/25/2013	Philadelphia	PA	2	phone
SH.AG027	AG027	PhilliesGame	Baseball	Mixed	4/25/2013	Philadelphia	PA	2	shoe
SH.AK074	AK074	PhilliesGame	Baseball	Mixed	4/25/2013	Philadelphia	PA	2	shoe
SH.AK068	AK068	PhilliesGame	Baseball	Mixed	4/25/2013	Philadelphia	PA	2	shoe
CP.AG048	AG048	PhilliesGame	Baseball	Mixed	4/25/2013	Philadelphia	PA	2	phone
SH.FW008	FW008	PhillyANS	None	Adult	6/4/2013	Philadelphia	PA	2	shoe
CP.FW010	FW010	PhillyANS	None	Adult	6/4/2013	Philadelphia	PA	2	phone
SH.FW010	FW010	PhillyANS	None	Adult	6/4/2013	Philadelphia	PA	2	shoe
SH.FW014	FW014	PhillyANS	None	Adult	6/4/2013	Philadelphia	PA	2	shoe
CP.FW014	FW014	PhillyANS	None	Adult	6/4/2013	Philadelphia	PA	2	phone
SH.FW005	FW005	PhillyANS	None	Adult	6/4/2013	Philadelphia	PA	2	shoe
CP.FW005	FW005	PhillyANS	None	Adult	6/4/2013	Philadelphia	PA	2	phone
CP.FW006	FW006	PhillyANS	None	Adult	6/4/2013	Philadelphia	PA	2	phone
SH.FW002	FW002	PhillyANS	None	Adult	6/4/2013	Philadelphia	PA	2	shoe
SH.FW007	FW007	PhillyANS	None	Adult	6/4/2013	Philadelphia	PA	2	shoe
CP.FW008	FW008	PhillyANS	None	Adult	6/4/2013	Philadelphia	PA	2	phone
SH.FW009	FW009	PhillyANS	None	Adult	6/4/2013	Philadelphia	PA	2	shoe
CP.FW002	FW002	PhillyANS	None	Adult	6/4/2013	Philadelphia	PA	2	phone
CP.FW007	FW007	PhillyANS	None	Adult	6/4/2013	Philadelphia	PA	2	phone
CP.FW003	FW003	PhillyANS	None	Adult	6/4/2013	Philadelphia	PA	2	phone
CP.FW009	FW009	PhillyANS	None	Adult	6/4/2013	Philadelphia	PA	2	phone
SH.FW006	FW006	PhillyANS	None	Adult	6/4/2013	Philadelphia	PA	2	shoe
SH.FW003	FW003	PhillyANS	None	Adult	6/4/2013	Philadelphia	PA	2	shoe
SH.AM010	AM010	PhillyScienceFest	None	Mixed	4/20/2013	Philadelphia	PA	2	shoe
SH.AM071	AM071	PhillyScienceFest	None	Mixed	4/20/2013	Philadelphia	PA	2	shoe
CP.AM010	AM010	PhillyScienceFest	None	Mixed	4/20/2013	Philadelphia	PA	2	phone
CP.AM069	AM069	PhillyScienceFest	None	Mixed	4/20/2013	Philadelphia	PA	2	phone
CP.AM061	AM061	PhillyScienceFest	None	Mixed	4/20/2013	Philadelphia	PA	2	phone
CP.AM068	AM068	PhillyScienceFest	None	Mixed	4/20/2013	Philadelphia	PA	2	phone
SH.AM061	AM061	PhillyScienceFest	None	Mixed	4/20/2013	Philadelphia	PA	2	shoe
SH.AM068	AM068	PhillyScienceFest	None	Mixed	4/20/2013	Philadelphia	PA	2	shoe
SH.AM013	AM013	PhillyScienceFest	None	Mixed	4/20/2013	Philadelphia	PA	2	shoe
SH.AM069	AM069	PhillyScienceFest	None	Mixed	4/20/2013	Philadelphia	PA	2	shoe
CP.AM071	AM071	PhillyScienceFest	None	Mixed	4/20/2013	Philadelphia	PA	2	phone
CP.AM013	AM013	PhillyScienceFest	None	Mixed	4/20/2013	Philadelphia	PA	2	phone
SH.MH047	MH047	PhillySciFest	None	Mixed	5/3/2014	Philadelphia	PA	4	shoe
SH.MH081	MH081	PhillySciFest	None	Mixed	5/3/2014	Philadelphia	PA	4	shoe
CP.MH027	MH027	PhillySciFest	None	Mixed	5/3/2014	Philadelphia	PA	3	phone
SH.MH082	MH082	PhillySciFest	None	Mixed	5/3/2014	Philadelphia	PA	3	shoe
CP.FY087	FY087	PhillySciFest	None	Mixed	5/3/2014	Philadelphia	PA	4	phone
CP.FY098	FY098	PhillySciFest	None	Mixed	5/3/2014	Philadelphia	PA	4	phone
SH.MH010	MH010	PhillySciFest	None	Mixed	5/3/2014	Philadelphia	PA	3	shoe
CP.FY095	FY095	PhillySciFest	None	Mixed	5/3/2014	Philadelphia	PA	4	phone
CP.MH056	MH056	PhillySciFest	None	Mixed	5/3/2014	Philadelphia	PA	4	phone
SH.FY083	FY083	PhillySciFest	None	Mixed	5/3/2014	Philadelphia	PA	4	shoe
CP.MH049	MH049	PhillySciFest	None	Mixed	5/3/2014	Philadelphia	PA	4	phone
CP.MH050	MH050	PhillySciFest	None	Mixed	5/3/2014	Philadelphia	PA	4	phone
SH.FS061	FS061	PhillySciFest	None	Mixed	5/3/2014	Philadelphia	PA	3	shoe
SH.MH017	MH017	PhillySciFest	None	Mixed	5/3/2014	Philadelphia	PA	4	shoe
SH.MH040	MH040	PhillySciFest	None	Mixed	5/3/2014	Philadelphia	PA	3	shoe
CP.MH100	MH100	PhillySciFest	None	Mixed	5/3/2014	Philadelphia	PA	4	phone
CP.MH059	MH059	PhillySciFest	None	Mixed	5/3/2014	Philadelphia	PA	3	phone
CP.MH016	MH016	PhillySciFest	None	Mixed	5/3/2014	Philadelphia	PA	3	phone
CP.FY084	FY084	PhillySciFest	None	Mixed	5/3/2014	Philadelphia	PA	4	phone
SH.MH020	MH020	PhillySciFest	None	Mixed	5/3/2014	Philadelphia	PA	4	shoe
SH.FY085	FY085	PhillySciFest	None	Mixed	5/3/2014	Philadelphia	PA	4	shoe
CP.MH030	MH030	PhillySciFest	None	Mixed	5/3/2014	Philadelphia	PA	3	phone
SH.MH014	MH014	PhillySciFest	None	Mixed	5/3/2014	Philadelphia	PA	3	shoe
CP.MH099	MH099	PhillySciFest	None	Mixed	5/3/2014	Philadelphia	PA	3	phone
CP.MH046	MH046	PhillySciFest	None	Mixed	5/3/2014	Philadelphia	PA	4	phone
SH.FY091	FY091	PhillySciFest	None	Mixed	5/3/2014	Philadelphia	PA	4	shoe
SH.MH024	MH024	PhillySciFest	None	Mixed	5/3/2014	Philadelphia	PA	4	shoe
SH.MH044	MH044	PhillySciFest	None	Mixed	5/3/2014	Philadelphia	PA	4	shoe
CP.FX057	FX057	PhillySciFest	None	Mixed	5/3/2014	Philadelphia	PA	4	phone
CP.MH044	MH044	PhillySciFest	None	Mixed	5/3/2014	Philadelphia	PA	4	phone
SH.FY100	FY100	PhillySciFest	None	Mixed	5/3/2014	Philadelphia	PA	4	shoe
SH.MH042	MH042	PhillySciFest	None	Mixed	5/3/2014	Philadelphia	PA	4	shoe
SH.MH013	MH013	PhillySciFest	None	Mixed	5/3/2014	Philadelphia	PA	3	shoe
SH.MH026	MH026	PhillySciFest	None	Mixed	5/3/2014	Philadelphia	PA	4	shoe
SH.MH039	MH039	PhillySciFest	None	Mixed	5/3/2014	Philadelphia	PA	4	shoe
SH.MH006	MH006	PhillySciFest	None	Mixed	5/3/2014	Philadelphia	PA	3	shoe
SH.MH061	MH061	PhillySciFest	None	Mixed	5/3/2014	Philadelphia	PA	4	shoe
SH.MH050	MH050	PhillySciFest	None	Mixed	5/3/2014	Philadelphia	PA	4	shoe
CP.MH051	MH051	PhillySciFest	None	Mixed	5/3/2014	Philadelphia	PA	4	phone
CP.MH026	MH026	PhillySciFest	None	Mixed	5/3/2014	Philadelphia	PA	4	phone
CP.FS061	FS061	PhillySciFest	None	Mixed	5/3/2014	Philadelphia	PA	3	phone
SH.MH028	MH028	PhillySciFest	None	Mixed	5/3/2014	Philadelphia	PA	3	shoe
CP.MH055	MH055	PhillySciFest	None	Mixed	5/3/2014	Philadelphia	PA	4	phone
SH.MH069	MH069	PhillySciFest	None	Mixed	5/3/2014	Philadelphia	PA	3	shoe
SH.MH068	MH068	PhillySciFest	None	Mixed	5/3/2014	Philadelphia	PA	3	shoe
CP.MH047	MH047	PhillySciFest	None	Mixed	5/3/2014	Philadelphia	PA	4	phone
SH.MH018	MH018	PhillySciFest	None	Mixed	5/3/2014	Philadelphia	PA	4	shoe
SH.FY087	FY087	PhillySciFest	None	Mixed	5/3/2014	Philadelphia	PA	4	shoe
CP.MH007	MH007	PhillySciFest	None	Mixed	5/3/2014	Philadelphia	PA	3	phone
SH.FY098	FY098	PhillySciFest	None	Mixed	5/3/2014	Philadelphia	PA	4	shoe
SH.MH004	MH004	PhillySciFest	None	Mixed	5/3/2014	Philadelphia	PA	4	shoe
SH.MH036	MH036	PhillySciFest	None	Mixed	5/3/2014	Philadelphia	PA	3	shoe
SH.FY082	FY082	PhillySciFest	None	Mixed	5/3/2014	Philadelphia	PA	4	shoe
SH.FY096	FY096	PhillySciFest	None	Mixed	5/3/2014	Philadelphia	PA	4	shoe
CP.MH033	MH033	PhillySciFest	None	Mixed	5/3/2014	Philadelphia	PA	3	phone
CP.MH041	MH041	PhillySciFest	None	Mixed	5/3/2014	Philadelphia	PA	3	phone
SH.MH033	MH033	PhillySciFest	None	Mixed	5/3/2014	Philadelphia	PA	3	shoe
CP.FS062	FS062	PhillySciFest	None	Mixed	5/3/2014	Philadelphia	PA	3	phone
CP.MH024	MH024	PhillySciFest	None	Mixed	5/3/2014	Philadelphia	PA	4	phone
CP.MH013	MH013	PhillySciFest	None	Mixed	5/3/2014	Philadelphia	PA	3	phone
SH.MH058	MH058	PhillySciFest	None	Mixed	5/3/2014	Philadelphia	PA	4	shoe
SH.MH031	MH031	PhillySciFest	None	Mixed	5/3/2014	Philadelphia	PA	3	shoe
SH.MH098	MH098	PhillySciFest	None	Mixed	5/3/2014	Philadelphia	PA	3	shoe
SH.FY089	FY089	PhillySciFest	None	Mixed	5/3/2014	Philadelphia	PA	4	shoe
CP.FX044	FX044	PhillySciFest	None	Mixed	5/3/2014	Philadelphia	PA	4	phone
SH.FS065	FS065	PhillySciFest	None	Mixed	5/3/2014	Philadelphia	PA	3	shoe
SH.FX043	FX043	PhillySciFest	None	Mixed	5/3/2014	Philadelphia	PA	4	shoe
CP.FS064	FS064	PhillySciFest	None	Mixed	5/3/2014	Philadelphia	PA	3	phone
CP.MH009	MH009	PhillySciFest	None	Mixed	5/3/2014	Philadelphia	PA	3	phone
SH.FX051	FX051	PhillySciFest	None	Mixed	5/3/2014	Philadelphia	PA	4	shoe
CP.MH052	MH052	PhillySciFest	None	Mixed	5/3/2014	Philadelphia	PA	4	phone
CP.MH039	MH039	PhillySciFest	None	Mixed	5/3/2014	Philadelphia	PA	4	phone
SH.MH046	MH046	PhillySciFest	None	Mixed	5/3/2014	Philadelphia	PA	4	shoe
CP.FX082	FX082	PhillySciFest	None	Mixed	5/3/2014	Philadelphia	PA	4	phone
CP.FY090	FY090	PhillySciFest	None	Mixed	5/3/2014	Philadelphia	PA	4	phone
SH.FX082	FX082	PhillySciFest	None	Mixed	5/3/2014	Philadelphia	PA	4	shoe
CP.MH043	MH043	PhillySciFest	None	Mixed	5/3/2014	Philadelphia	PA	4	phone
CP.MH017	MH017	PhillySciFest	None	Mixed	5/3/2014	Philadelphia	PA	4	phone
SH.MH066	MH066	PhillySciFest	None	Mixed	5/3/2014	Philadelphia	PA	3	shoe
SH.FX056	FX056	PhillySciFest	None	Mixed	5/3/2014	Philadelphia	PA	4	shoe
CP.MH002	MH002	PhillySciFest	None	Mixed	5/3/2014	Philadelphia	PA	3	phone
SH.MH060	MH060	PhillySciFest	None	Mixed	5/3/2014	Philadelphia	PA	3	shoe
CP.FY085	FY085	PhillySciFest	None	Mixed	5/3/2014	Philadelphia	PA	4	phone
SH.MH021	MH021	PhillySciFest	None	Mixed	5/3/2014	Philadelphia	PA	4	shoe
CP.FZ015	FZ015	PhillySciFest	None	Mixed	5/3/2014	Philadelphia	PA	4	phone
CP.MH005	MH005	PhillySciFest	None	Mixed	5/3/2014	Philadelphia	PA	4	phone
SH.FY081	FY081	PhillySciFest	None	Mixed	5/3/2014	Philadelphia	PA	4	shoe
SH.MH027	MH027	PhillySciFest	None	Mixed	5/3/2014	Philadelphia	PA	3	shoe
CP.MH042	MH042	PhillySciFest	None	Mixed	5/3/2014	Philadelphia	PA	4	phone
CP.MH008	MH008	PhillySciFest	None	Mixed	5/3/2014	Philadelphia	PA	3	phone
CP.MH004	MH004	PhillySciFest	None	Mixed	5/3/2014	Philadelphia	PA	4	phone
CP.MH058	MH058	PhillySciFest	None	Mixed	5/3/2014	Philadelphia	PA	3	phone
CP.FS063	FS063	PhillySciFest	None	Mixed	5/3/2014	Philadelphia	PA	3	phone
CP.MH018	MH018	PhillySciFest	None	Mixed	5/3/2014	Philadelphia	PA	4	phone
