	Age	City	Date	Event	Gender	Hand	Module	Run	Sample	Sport	State	Study	Surface	Time	Touches	Type	Wash
CPR_CP.AH019	Adult	Tulsa	9/11/2013	TulsaCCBio				3.0	AH019		OK	cpr				phone	
CPR_SH.AH026	Adult	Tulsa	9/11/2013	TulsaCCBio				3.0	AH026		OK	cpr				shoe	
CPR_SH.AH022	Adult	Tulsa	9/11/2013	TulsaCCBio				3.0	AH022		OK	cpr				shoe	
CPR_SH.AH006	Adult	Tulsa	9/11/2013	TulsaCCBio				3.0	AH006		OK	cpr				shoe	
CPR_CP.AH010	Adult	Tulsa	9/11/2013	TulsaCCBio				3.0	AH010		OK	cpr				phone	
CPR_CP.AH016	Adult	Tulsa	9/11/2013	TulsaCCBio				3.0	AH016		OK	cpr				phone	
CPR_CP.AD042	Adult	Tulsa	9/11/2013	TulsaCCBio				3.0	AD042		OK	cpr				phone	
CPR_SH.AH017	Adult	Tulsa	9/11/2013	TulsaCCBio				3.0	AH017		OK	cpr				shoe	
CPR_CP.AH030	Adult	Tulsa	9/11/2013	TulsaCCBio				3.0	AH030		OK	cpr				phone	
CPR_CP.AD044	Adult	Tulsa	9/11/2013	TulsaCCBio				3.0	AD044		OK	cpr				phone	
CPR_SH.AH035	Adult	Tulsa	9/11/2013	TulsaCCBio				3.0	AH035		OK	cpr				shoe	
CPR_CP.AH009	Adult	Tulsa	9/11/2013	TulsaCCBio				3.0	AH009		OK	cpr				phone	
CPR_SH.AH031	Adult	Tulsa	9/11/2013	TulsaCCBio				3.0	AH031		OK	cpr				shoe	
CPR_SH.AH034	Adult	Tulsa	9/11/2013	TulsaCCBio				3.0	AH034		OK	cpr				shoe	
CPR_SH.AH021	Adult	Tulsa	9/11/2013	TulsaCCBio				3.0	AH021		OK	cpr				shoe	
CPR_SH.AH037	Adult	Tulsa	9/11/2013	TulsaCCBio				3.0	AH037		OK	cpr				shoe	
CPR_SH.AH025	Adult	Tulsa	9/11/2013	TulsaCCBio				3.0	AH025		OK	cpr				shoe	
CPR_CP.AH025	Adult	Tulsa	9/11/2013	TulsaCCBio				3.0	AH025		OK	cpr				phone	
CPR_SH.AH007	Adult	Tulsa	9/11/2013	TulsaCCBio				3.0	AH007		OK	cpr				shoe	
CPR_SH.AH019	Adult	Tulsa	9/11/2013	TulsaCCBio				3.0	AH019		OK	cpr				shoe	
CPR_CP.AH002	Adult	Tulsa	9/11/2013	TulsaCCBio				3.0	AH002		OK	cpr				phone	
CPR_SH.AD087	Unknown	Unknown	Unknown	Unknown				1.0	AD087		Unknown	cpr				shoe	
CPR_SH.AD094	Unknown	Unknown	Unknown	Unknown				1.0	AD094		Unknown	cpr				shoe	
CPR_SH.AD092	Unknown	Unknown	Unknown	Unknown				1.0	AD092		Unknown	cpr				shoe	
CPR_CP.AD095	Unknown	Unknown	Unknown	Unknown				1.0	AD095		Unknown	cpr				phone	
CPR_CP.AE006	Unknown	Unknown	Unknown	Unknown				1.0	AE006		Unknown	cpr				phone	
CPR_CP.AE010	Unknown	Unknown	Unknown	Unknown				1.0	AE010		Unknown	cpr				phone	
CPR_SH.AD081	Unknown	Unknown	Unknown	Unknown				1.0	AD081		Unknown	cpr				shoe	
CPR_CP.AE008	Unknown	Unknown	Unknown	Unknown				1.0	AE008		Unknown	cpr				phone	
CPR_SH.AD096	Unknown	Unknown	Unknown	Unknown				1.0	AD096		Unknown	cpr				shoe	
CPR_CP.AD091	Unknown	Unknown	Unknown	Unknown				1.0	AD091		Unknown	cpr				phone	
CPR_CP.AD098	Unknown	Unknown	Unknown	Unknown				1.0	AD098		Unknown	cpr				phone	
CPR_SH.AD093	Unknown	Unknown	Unknown	Unknown				1.0	AD093		Unknown	cpr				shoe	
CPR_CP.AD085	Unknown	Unknown	Unknown	Unknown				1.0	AD085		Unknown	cpr				phone	
CPR_SH.AD098	Unknown	Unknown	Unknown	Unknown				1.0	AD098		Unknown	cpr				shoe	
CPR_SH.AD085	Unknown	Unknown	Unknown	Unknown				1.0	AD085		Unknown	cpr				shoe	
CPR_SH.AE010	Unknown	Unknown	Unknown	Unknown				1.0	AE010		Unknown	cpr				shoe	
CPR_SH.AD091	Unknown	Unknown	Unknown	Unknown				1.0	AD091		Unknown	cpr				shoe	
CPR_SH.AD082	Unknown	Unknown	Unknown	Unknown				1.0	AD082		Unknown	cpr				shoe	
CPR_CP.AE005	Unknown	Unknown	Unknown	Unknown				1.0	AE005		Unknown	cpr				phone	
CPR_SH.AD090	Unknown	Unknown	Unknown	Unknown				1.0	AD090		Unknown	cpr				shoe	
CPR_CP.AD082	Unknown	Unknown	Unknown	Unknown				1.0	AD082		Unknown	cpr				phone	
CPR_SH.AE006	Unknown	Unknown	Unknown	Unknown				1.0	AE006		Unknown	cpr				shoe	
CPR_CP.AD092	Unknown	Unknown	Unknown	Unknown				1.0	AD092		Unknown	cpr				phone	
CPR_SH.AE005	Unknown	Unknown	Unknown	Unknown				1.0	AE005		Unknown	cpr				shoe	
CPR_CP.AD083	Unknown	Unknown	Unknown	Unknown				1.0	AD083		Unknown	cpr				phone	
CPR_SH.AD084	Unknown	Unknown	Unknown	Unknown				1.0	AD084		Unknown	cpr				shoe	
CPR_SH.AD083	Unknown	Unknown	Unknown	Unknown				1.0	AD083		Unknown	cpr				shoe	
CPR_SH.AD088	Unknown	Unknown	Unknown	Unknown				1.0	AD088		Unknown	cpr				shoe	
CPR_SH.AD095	Unknown	Unknown	Unknown	Unknown				1.0	AD095		Unknown	cpr				shoe	
CPR_SH.AE008	Unknown	Unknown	Unknown	Unknown				1.0	AE008		Unknown	cpr				shoe	
CPR_CP.FT024	Unknown	Unknown	Unknown	Unknown				2.0	Unknown		Unknown	cpr				phone	
CPR_SH.FT028	Unknown	Unknown	Unknown	Unknown				1.0	Unknown		Unknown	cpr				shoe	
CPR_CP.FT086	Unknown	Unknown	Unknown	Unknown				2.0	Unknown		Unknown	cpr				phone	
CPR_SH.FT025	Unknown	Unknown	Unknown	Unknown				2.0	Unknown		Unknown	cpr				shoe	
CPR_SH.AK008	Unknown	Unknown	Unknown	Unknown				2.0	Unknown		Unknown	cpr				shoe	
CPR_CP.FT027	Unknown	Unknown	Unknown	Unknown				1.0	Unknown		Unknown	cpr				phone	
CPR_SH.FR089	Unknown	Unknown	Unknown	Unknown				1.0	Unknown		Unknown	cpr				shoe	
CPR_SH.AK005	Unknown	Unknown	Unknown	Unknown				2.0	Unknown		Unknown	cpr				shoe	
CPR_CP.FR088	Unknown	Unknown	Unknown	Unknown				1.0	Unknown		Unknown	cpr				phone	
CPR_SH.AD089	Unknown	Unknown	Unknown	Unknown				1.0	Unknown		Unknown	cpr				shoe	
CPR_CP.FT087	Unknown	Unknown	Unknown	Unknown				2.0	Unknown		Unknown	cpr				phone	
CPR_SH.FT033	Unknown	Unknown	Unknown	Unknown				1.0	Unknown		Unknown	cpr				shoe	
CPR_SH.FT089	Unknown	Unknown	Unknown	Unknown				2.0	Unknown		Unknown	cpr				shoe	
CPR_SH.FZ014	Unknown	Unknown	Unknown	Unknown				4.0	Unknown		Unknown	cpr				shoe	
CPR_SH.AD047	Unknown	Unknown	Unknown	Unknown				3.0	Unknown		Unknown	cpr				shoe	
CPR_CP.FR089	Unknown	Unknown	Unknown	Unknown				1.0	Unknown		Unknown	cpr				phone	
CPR_cp.fv008	Unknown	Unknown	Unknown	Unknown				2.0	Unknown		Unknown	cpr				phone	
CPR_SH.AD086	Unknown	Unknown	Unknown	Unknown				1.0	Unknown		Unknown	cpr				shoe	
CPR_CP.FT028	Unknown	Unknown	Unknown	Unknown				1.0	Unknown		Unknown	cpr				phone	
CPR_SH.FT088	Unknown	Unknown	Unknown	Unknown				2.0	Unknown		Unknown	cpr				shoe	
CPR_CP.FT033	Unknown	Unknown	Unknown	Unknown				1.0	Unknown		Unknown	cpr				phone	
CPR_CP.AQ049	Unknown	Unknown	Unknown	Unknown				1.0	Unknown		Unknown	cpr				phone	
CPR_CP.FT085	Unknown	Unknown	Unknown	Unknown				2.0	Unknown		Unknown	cpr				phone	
CPR_CP.AD089	Unknown	Unknown	Unknown	Unknown				1.0	Unknown		Unknown	cpr				phone	
CPR_CP.AD039	Unknown	Unknown	Unknown	Unknown				1.0	Unknown		Unknown	cpr				phone	
CPR_SH.AE001	Unknown	Unknown	Unknown	Unknown				1.0	Unknown		Unknown	cpr				shoe	
CPR_SH.FT082	Unknown	Unknown	Unknown	Unknown				2.0	Unknown		Unknown	cpr				shoe	
CPR_SH.AE012	Unknown	Unknown	Unknown	Unknown				2.0	Unknown		Unknown	cpr				shoe	
CPR_CP.AD086	Unknown	Unknown	Unknown	Unknown				1.0	Unknown		Unknown	cpr				phone	
CPR_CP.LV020	Unknown	Unknown	Unknown	Unknown				3.0	Unknown		Unknown	cpr				phone	
CPR_CP.FT023	Unknown	Unknown	Unknown	Unknown				2.0	Unknown		Unknown	cpr				phone	
CPR_SH.AD041	Unknown	Unknown	Unknown	Unknown				3.0	Unknown		Unknown	cpr				shoe	
CPR_SH.FT024	Unknown	Unknown	Unknown	Unknown				2.0	Unknown		Unknown	cpr				shoe	
CPR_CP.FT082	Unknown	Unknown	Unknown	Unknown				2.0	Unknown		Unknown	cpr				phone	
CPR_SH.AK039	Unknown	Unknown	Unknown	Unknown				2.0	Unknown		Unknown	cpr				shoe	
CPR_CP.FT029	Unknown	Unknown	Unknown	Unknown				1.0	Unknown		Unknown	cpr				phone	
CPR_CP.FT081	Unknown	Unknown	Unknown	Unknown				2.0	Unknown		Unknown	cpr				phone	
CPR_CP.FT031	Unknown	Unknown	Unknown	Unknown				1.0	Unknown		Unknown	cpr				phone	
CPR_CP.AB097	Unknown	Unknown	Unknown	Unknown				1.0	Unknown		Unknown	cpr				phone	
CPR_SH.FT030	Unknown	Unknown	Unknown	Unknown				1.0	Unknown		Unknown	cpr				shoe	
CPR_SH.FT097	Unknown	Unknown	Unknown	Unknown				2.0	Unknown		Unknown	cpr				shoe	
CPR_CP.FR097	Unknown	Unknown	Unknown	Unknown				1.0	Unknown		Unknown	cpr				phone	
CPR_CP.FT025	Unknown	Unknown	Unknown	Unknown				2.0	Unknown		Unknown	cpr				phone	
CPR_SH.FT031	Unknown	Unknown	Unknown	Unknown				1.0	Unknown		Unknown	cpr				shoe	
CPR_CP.FX068	Unknown	Unknown	Unknown	Unknown				2.0	Unknown		Unknown	cpr				phone	
CPR_SH.FR090	Unknown	Unknown	Unknown	Unknown				1.0	Unknown		Unknown	cpr				shoe	
CPR_CP.AD041	Unknown	Unknown	Unknown	Unknown				3.0	Unknown		Unknown	cpr				phone	
CPR_CP.AC048	Unknown	Unknown	Unknown	Unknown				1.0	Unknown		Unknown	cpr				phone	
CPR_CP.AE001	Unknown	Unknown	Unknown	Unknown				1.0	Unknown		Unknown	cpr				phone	
CPR_SH.FT023	Unknown	Unknown	Unknown	Unknown				2.0	Unknown		Unknown	cpr				shoe	
CPR_SH.FT021	Unknown	Unknown	Unknown	Unknown				2.0	Unknown		Unknown	cpr				shoe	
CPR_S.EXTRA	Unknown	Unknown	Unknown	Unknown				2.0	Unknown		Unknown	cpr				other	
CPR_SH.FR088	Unknown	Unknown	Unknown	Unknown				1.0	Unknown		Unknown	cpr				shoe	
CPR_CP.AK008	Unknown	Unknown	Unknown	Unknown				2.0	Unknown		Unknown	cpr				phone	
CPR_CP.FT083	Unknown	Unknown	Unknown	Unknown				2.0	Unknown		Unknown	cpr				phone	
CPR_CP.MH057	Unknown	Unknown	Unknown	Unknown				4.0	Unknown		Unknown	cpr				phone	
CPR_BLANK1	Unknown	Unknown	Unknown	Unknown				4.0	Unknown		Unknown	cpr				other	
CPR_CP.AD047	Unknown	Unknown	Unknown	Unknown				3.0	Unknown		Unknown	cpr				phone	
CPR_AK.AG035	Unknown	Unknown	Unknown	Unknown				2.0	Unknown		Unknown	cpr				other	
CPR_SH.FT087	Unknown	Unknown	Unknown	Unknown				2.0	Unknown		Unknown	cpr				shoe	
CPR_BLANK2	Unknown	Unknown	Unknown	Unknown				4.0	Unknown		Unknown	cpr				other	
CPR_SH.AD099	Unknown	Unknown	Unknown	Unknown				1.0	Unknown		Unknown	cpr				shoe	
CPR_SH.AC048	Unknown	Unknown	Unknown	Unknown				1.0	Unknown		Unknown	cpr				shoe	
CPR_SH.FT081	Unknown	Unknown	Unknown	Unknown				2.0	Unknown		Unknown	cpr				shoe	
CPR_CP.FT035	Unknown	Unknown	Unknown	Unknown				1.0	Unknown		Unknown	cpr				phone	
CPR_CP.FT088	Unknown	Unknown	Unknown	Unknown				2.0	Unknown		Unknown	cpr				phone	
CPR_SH.FT027	Unknown	Unknown	Unknown	Unknown				1.0	Unknown		Unknown	cpr				shoe	
CPR_SH.FT032	Unknown	Unknown	Unknown	Unknown				1.0	Unknown		Unknown	cpr				shoe	
CPR_SH.FT090	Unknown	Unknown	Unknown	Unknown				2.0	Unknown		Unknown	cpr				shoe	
CPR_SH.AG040	Unknown	Unknown	Unknown	Unknown				2.0	Unknown		Unknown	cpr				shoe	
CPR_SH.AK057	Unknown	Unknown	Unknown	Unknown				2.0	Unknown		Unknown	cpr				shoe	
CPR_SH.FT091	Unknown	Unknown	Unknown	Unknown				2.0	Unknown		Unknown	cpr				shoe	
CPR_SH.MC080	Unknown	Unknown	Unknown	Unknown				3.0	Unknown		Unknown	cpr				shoe	
CPR_SH.FR086	Unknown	Unknown	Unknown	Unknown				1.0	Unknown		Unknown	cpr				shoe	
CPR_SH.AQ052	Unknown	Unknown	Unknown	Unknown				1.0	Unknown		Unknown	cpr				shoe	
CPR_SH.LV020	Unknown	Unknown	Unknown	Unknown				3.0	Unknown		Unknown	cpr				shoe	
CPR_CP.FR086	Unknown	Unknown	Unknown	Unknown				1.0	Unknown		Unknown	cpr				phone	
CPR_CP.FR090	Unknown	Unknown	Unknown	Unknown				1.0	Unknown		Unknown	cpr				phone	
CPR_C.EXTRA	Unknown	Unknown	Unknown	Unknown				2.0	Unknown		Unknown	cpr				other	
CPR_SH.FT026	Unknown	Unknown	Unknown	Unknown				1.0	Unknown		Unknown	cpr				shoe	
CPR_CP.FT032	Unknown	Unknown	Unknown	Unknown				1.0	Unknown		Unknown	cpr				phone	
CPR_SH.FR087	Unknown	Unknown	Unknown	Unknown				1.0	Unknown		Unknown	cpr				shoe	
CPR_SH.FT034	Unknown	Unknown	Unknown	Unknown				1.0	Unknown		Unknown	cpr				shoe	
CPR_CP.FT091	Unknown	Unknown	Unknown	Unknown				2.0	Unknown		Unknown	cpr				phone	
CPR_CP.MC080	Unknown	Unknown	Unknown	Unknown				3.0	Unknown		Unknown	cpr				phone	
CPR_CP.AH094	Unknown	Unknown	Unknown	Unknown				1.0	Unknown		Unknown	cpr				phone	
CPR_SH.MB075	Unknown	Unknown	Unknown	Unknown				3.0	Unknown		Unknown	cpr				shoe	
CPR_SH.AD039	Unknown	Unknown	Unknown	Unknown				1.0	Unknown		Unknown	cpr				shoe	
CPR_CP.FT021	Unknown	Unknown	Unknown	Unknown				2.0	Unknown		Unknown	cpr				phone	
CPR_CP.FT034	Unknown	Unknown	Unknown	Unknown				1.0	Unknown		Unknown	cpr				phone	
CPR_SH.FT029	Unknown	Unknown	Unknown	Unknown				1.0	Unknown		Unknown	cpr				shoe	
CPR_CP.AG092	Unknown	Unknown	Unknown	Unknown				2.0	Unknown		Unknown	cpr				phone	
CPR_SH.FT084	Unknown	Unknown	Unknown	Unknown				2.0	Unknown		Unknown	cpr				shoe	
CPR_CP.FZ014	Unknown	Unknown	Unknown	Unknown				4.0	Unknown		Unknown	cpr				phone	
CPR_CP.FT089	Unknown	Unknown	Unknown	Unknown				2.0	Unknown		Unknown	cpr				phone	
CPR_noID	Unknown	Unknown	Unknown	Unknown				2.0	Unknown		Unknown	cpr				other	
CPR_CP.AG040	Unknown	Unknown	Unknown	Unknown				2.0	Unknown		Unknown	cpr				phone	
CPR_CP.AD099	Unknown	Unknown	Unknown	Unknown				1.0	Unknown		Unknown	cpr				phone	
CPR_CP.FT097	Unknown	Unknown	Unknown	Unknown				2.0	Unknown		Unknown	cpr				phone	
CPR_SH.AB094	Unknown	Unknown	Unknown	Unknown				1.0	Unknown		Unknown	cpr				shoe	
CPR_SH.AD100	Unknown	Unknown	Unknown	Unknown				1.0	Unknown		Unknown	cpr				shoe	
CPR_SH.AB097	Unknown	Unknown	Unknown	Unknown				1.0	Unknown		Unknown	cpr				shoe	
CPR_CP.FY078	Unknown	Unknown	Unknown	Unknown				4.0	Unknown		Unknown	cpr				phone	
CPR_CP.AB095	Unknown	Unknown	Unknown	Unknown				1.0	Unknown		Unknown	cpr				phone	
CPR_CP.S030	Unknown	Unknown	Unknown	Unknown				4.0	Unknown		Unknown	cpr				phone	
CPR_SH.FT083	Unknown	Unknown	Unknown	Unknown				2.0	Unknown		Unknown	cpr				shoe	
CPR_CP.AK039	Unknown	Unknown	Unknown	Unknown				2.0	Unknown		Unknown	cpr				phone	
CPR_SH.FT035	Unknown	Unknown	Unknown	Unknown				1.0	Unknown		Unknown	cpr				shoe	
CPR_SH.AG092	Unknown	Unknown	Unknown	Unknown				2.0	Unknown		Unknown	cpr				shoe	
CPR_CP.FT090	Unknown	Unknown	Unknown	Unknown				2.0	Unknown		Unknown	cpr				phone	
CPR_CP.FT084	Unknown	Unknown	Unknown	Unknown				2.0	Unknown		Unknown	cpr				phone	
CPR_SH.AD056	Unknown	Unknown	Unknown	Unknown				3.0	Unknown		Unknown	cpr				shoe	
CPR_CP.AK057	Unknown	Unknown	Unknown	Unknown				2.0	Unknown		Unknown	cpr				phone	
CPR_CP.AK005	Unknown	Unknown	Unknown	Unknown				2.0	Unknown		Unknown	cpr				phone	
CPR_SH.AH094	Unknown	Unknown	Unknown	Unknown				1.0	Unknown		Unknown	cpr				shoe	
CPR_SH.FT085	Unknown	Unknown	Unknown	Unknown				2.0	Unknown		Unknown	cpr				shoe	
CPR_BLANK3	Unknown	Unknown	Unknown	Unknown				2.0	Unknown		Unknown	cpr				other	
CPR_CP.AD056	Unknown	Unknown	Unknown	Unknown				3.0	Unknown		Unknown	cpr				phone	
CPR_SH.AQ046	Kid	Monrovia	9/24/2013	Wildrose				1.0	AQ046		CA	cpr				shoe	
CPR_CP.AQ056	Kid	Monrovia	9/24/2013	Wildrose				1.0	AQ056		CA	cpr				phone	
CPR_SH.AQ048	Kid	Monrovia	9/24/2013	Wildrose				1.0	AQ048		CA	cpr				shoe	
CPR_CP.AQ055	Kid	Monrovia	9/24/2013	Wildrose				1.0	AQ055		CA	cpr				phone	
CPR_CP.AQ060	Kid	Monrovia	9/24/2013	Wildrose				1.0	AQ060		CA	cpr				phone	
CPR_SH.AQ044	Kid	Monrovia	9/24/2013	Wildrose				1.0	AQ044		CA	cpr				shoe	
CPR_SH.AQ054	Kid	Monrovia	9/24/2013	Wildrose				1.0	AQ054		CA	cpr				shoe	
CPR_CP.AQ042	Kid	Monrovia	9/24/2013	Wildrose				1.0	AQ042		CA	cpr				phone	
CPR_SH.AQ045	Kid	Monrovia	9/24/2013	Wildrose				1.0	AQ045		CA	cpr				shoe	
CPR_SH.AQ056	Kid	Monrovia	9/24/2013	Wildrose				1.0	AQ056		CA	cpr				shoe	
CPR_SH.AQ051	Kid	Monrovia	9/24/2013	Wildrose				1.0	AQ051		CA	cpr				shoe	
CPR_SH.AQ053	Kid	Monrovia	9/24/2013	Wildrose				1.0	AQ053		CA	cpr				shoe	
CPR_SH.AQ050	Kid	Monrovia	9/24/2013	Wildrose				1.0	AQ050		CA	cpr				shoe	
CPR_CP.AQ050	Kid	Monrovia	9/24/2013	Wildrose				1.0	AQ050		CA	cpr				phone	
CPR_SH.AQ042	Kid	Monrovia	9/24/2013	Wildrose				1.0	AQ042		CA	cpr				shoe	
CPR_SH.AQ055	Kid	Monrovia	9/24/2013	Wildrose				1.0	AQ055		CA	cpr				shoe	
CPR_CP.AQ059	Kid	Monrovia	9/24/2013	Wildrose				1.0	AQ059		CA	cpr				phone	
CPR_CP.AQ057	Kid	Monrovia	9/24/2013	Wildrose				1.0	AQ057		CA	cpr				phone	
CPR_CP.AQ048	Kid	Monrovia	9/24/2013	Wildrose				1.0	AQ048		CA	cpr				phone	
CPR_SH.AQ058	Kid	Monrovia	9/24/2013	Wildrose				1.0	AQ058		CA	cpr				shoe	
CPR_CP.AQ041	Kid	Monrovia	9/24/2013	Wildrose				1.0	AQ041		CA	cpr				phone	
CPR_CP.AQ045	Kid	Monrovia	9/24/2013	Wildrose				1.0	AQ045		CA	cpr				phone	
CPR_SH.AQ057	Kid	Monrovia	9/24/2013	Wildrose				1.0	AQ057		CA	cpr				shoe	
CPR_CP.AQ053	Kid	Monrovia	9/24/2013	Wildrose				1.0	AQ053		CA	cpr				phone	
CPR_CP.AQ051	Kid	Monrovia	9/24/2013	Wildrose				1.0	AQ051		CA	cpr				phone	
CPR_SH.AQ060	Kid	Monrovia	9/24/2013	Wildrose				1.0	AQ060		CA	cpr				shoe	
CPR_CP.AQ044	Kid	Monrovia	9/24/2013	Wildrose				1.0	AQ044		CA	cpr				phone	
CPR_CP.AQ046	Kid	Monrovia	9/24/2013	Wildrose				1.0	AQ046		CA	cpr				phone	
CPR_CP.AQ047	Kid	Monrovia	9/24/2013	Wildrose				1.0	AQ047		CA	cpr				phone	
CPR_CP.AQ058	Kid	Monrovia	9/24/2013	Wildrose				1.0	AQ058		CA	cpr				phone	
CPR_CP.AQ054	Kid	Monrovia	9/24/2013	Wildrose				1.0	AQ054		CA	cpr				phone	
CPR_CP.AA041	Adult	Washington	4/12/2013	YNDC				2.0	AA041		DC	cpr				phone	
CPR_CP.AA048	Adult	Washington	4/12/2013	YNDC				2.0	AA048		DC	cpr				phone	
CPR_CP.AA052	Adult	Washington	4/12/2013	YNDC				2.0	AA052		DC	cpr				phone	
CPR_SH.AA049	Adult	Washington	4/12/2013	YNDC				2.0	AA049		DC	cpr				shoe	
CPR_SH.AA052	Adult	Washington	4/12/2013	YNDC				2.0	AA052		DC	cpr				shoe	
CPR_CP.AA047	Adult	Washington	4/12/2013	YNDC				2.0	AA047		DC	cpr				phone	
CPR_SH.AA048	Adult	Washington	4/12/2013	YNDC				2.0	AA048		DC	cpr				shoe	
CPR_CP.AA042	Adult	Washington	4/12/2013	YNDC				2.0	AA042		DC	cpr				phone	
CPR_SH.AA041	Adult	Washington	4/12/2013	YNDC				2.0	AA041		DC	cpr				shoe	
CPR_CP.AA049	Adult	Washington	4/12/2013	YNDC				2.0	AA049		DC	cpr				phone	
CPR_CP.AA038	Adult	Washington	4/12/2013	YNDC				2.0	AA038		DC	cpr				phone	
CPR_SH.AA047	Adult	Washington	4/12/2013	YNDC				2.0	AA047		DC	cpr				shoe	
CPR_SH.AA042	Adult	Washington	4/12/2013	YNDC				2.0	AA042		DC	cpr				shoe	
CPR_CP.AA072	Adult	Durham	4/12/2013	YNNC				2.0	AA072		NC	cpr				phone	
CPR_SH.AA071	Adult	Durham	4/12/2013	YNNC				2.0	AA071		NC	cpr				shoe	
CPR_CP.AA064	Adult	Durham	4/12/2013	YNNC				2.0	AA064		NC	cpr				phone	
CPR_CP.AA067	Adult	Durham	4/12/2013	YNNC				2.0	AA067		NC	cpr				phone	
CPR_CP.AA075	Adult	Durham	4/12/2013	YNNC				2.0	AA075		NC	cpr				phone	
CPR_CP.AA062	Adult	Durham	4/12/2013	YNNC				2.0	AA062		NC	cpr				phone	
CPR_SH.AA072	Adult	Durham	4/12/2013	YNNC				2.0	AA072		NC	cpr				shoe	
CPR_SH.AA068	Adult	Durham	4/12/2013	YNNC				2.0	AA068		NC	cpr				shoe	
CPR_SH.AA062	Adult	Durham	4/12/2013	YNNC				2.0	AA062		NC	cpr				shoe	
CPR_SH.AA061	Adult	Durham	4/12/2013	YNNC				2.0	AA061		NC	cpr				shoe	
CPR_SH.AA057	Adult	Durham	4/12/2013	YNNC				2.0	AA057		NC	cpr				shoe	
CPR_SH.AA073	Adult	Durham	4/12/2013	YNNC				2.0	AA073		NC	cpr				shoe	
CPR_CP.AA077	Adult	Durham	4/12/2013	YNNC				2.0	AA077		NC	cpr				phone	
CPR_CP.AA069	Adult	Durham	4/12/2013	YNNC				2.0	AA069		NC	cpr				phone	
CPR_SH.AA060	Adult	Durham	4/12/2013	YNNC				2.0	AA060		NC	cpr				shoe	
CPR_CP.AA073	Adult	Durham	4/12/2013	YNNC				2.0	AA073		NC	cpr				phone	
CPR_CP.AA078	Adult	Durham	4/12/2013	YNNC				2.0	AA078		NC	cpr				phone	
CPR_CP.AA063	Adult	Durham	4/12/2013	YNNC				2.0	AA063		NC	cpr				phone	
CPR_SH.AA055	Adult	Durham	4/12/2013	YNNC				2.0	AA055		NC	cpr				shoe	
CPR_CP.AA065	Adult	Durham	4/12/2013	YNNC				2.0	AA065		NC	cpr				phone	
CPR_SH.AA058	Adult	Durham	4/12/2013	YNNC				2.0	AA058		NC	cpr				shoe	
CPR_CP.AA076	Adult	Durham	4/12/2013	YNNC				2.0	AA076		NC	cpr				phone	
CPR_CP.AA057	Adult	Durham	4/12/2013	YNNC				2.0	AA057		NC	cpr				phone	
CPR_CP.AA058	Adult	Durham	4/12/2013	YNNC				2.0	AA058		NC	cpr				phone	
CPR_CP.AA060	Adult	Durham	4/12/2013	YNNC				2.0	AA060		NC	cpr				phone	
CPR_CP.AA055	Adult	Durham	4/12/2013	YNNC				2.0	AA055		NC	cpr				phone	
CPR_CP.AA066	Adult	Durham	4/12/2013	YNNC				2.0	AA066		NC	cpr				phone	
CPR_SH.AA056	Adult	Durham	4/12/2013	YNNC				2.0	AA056		NC	cpr				shoe	
CPR_CP.AA070	Adult	Durham	4/12/2013	YNNC				2.0	AA070		NC	cpr				phone	
CPR_SH.AA054	Adult	Durham	4/12/2013	YNNC				2.0	AA054		NC	cpr				shoe	
CPR_CP.AA071	Adult	Durham	4/12/2013	YNNC				2.0	AA071		NC	cpr				phone	
CPR_CP.AA056	Adult	Durham	4/12/2013	YNNC				2.0	AA056		NC	cpr				phone	
CPR_CP.AA053	Adult	Durham	4/12/2013	YNNC				2.0	AA053		NC	cpr				phone	
CPR_CP.AA061	Adult	Durham	4/12/2013	YNNC				2.0	AA061		NC	cpr				phone	
CPR_CP.AA074	Adult	Durham	4/12/2013	YNNC				2.0	AA074		NC	cpr				phone	
CPR_CP.AA068	Adult	Durham	4/12/2013	YNNC				2.0	AA068		NC	cpr				phone	
CPR_SH.AC016	Adult	New York	4/16/2013	YNNY				2.0	AC016		NY	cpr				shoe	
CPR_SH.AC010	Adult	New York	4/16/2013	YNNY				2.0	AC010		NY	cpr				shoe	
CPR_SH.AC009	Adult	New York	4/16/2013	YNNY				2.0	AC009		NY	cpr				shoe	
CPR_CP.AC023	Adult	New York	4/16/2013	YNNY				2.0	AC023		NY	cpr				phone	
CPR_CP.AC024	Adult	New York	4/16/2013	YNNY				2.0	AC024		NY	cpr				phone	
CPR_SH.AC021	Adult	New York	4/16/2013	YNNY				2.0	AC021		NY	cpr				shoe	
CPR_SH.AC023	Adult	New York	4/16/2013	YNNY				2.0	AC023		NY	cpr				shoe	
CPR_SH.AC011	Adult	New York	4/16/2013	YNNY				2.0	AC011		NY	cpr				shoe	
CPR_SH.AC003	Adult	New York	4/16/2013	YNNY				2.0	AC003		NY	cpr				shoe	
CPR_CP.AC018	Adult	New York	4/16/2013	YNNY				2.0	AC018		NY	cpr				phone	
CPR_SH.AC020	Adult	New York	4/16/2013	YNNY				2.0	AC020		NY	cpr				shoe	
CPR_SH.AC017	Adult	New York	4/16/2013	YNNY				2.0	AC017		NY	cpr				shoe	
CPR_CP.AC012	Adult	New York	4/16/2013	YNNY				2.0	AC012		NY	cpr				phone	
